cve_id,state,days_public,hours_public,public_date,public_date_origin,clock_known,rule,rule_strength,rule_certainty,rule_basis,self_disclosed,owner_nameable,veto_evaluated,clock_origin,advisory_date,advisory_days_public,sources,feed_count,refs,source_urls,package,ecosystem,description,state_verified_this_run
CVE-2023-40322,RESERVED,1131,27144,2023-08-20,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-08-20,1131,"csaf,ubuntu-osv",2,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-2102	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-2102.json;ubuntu-osv:UBUNTU-CVE-2023-40322,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-2102.json"", ""ubuntu-osv"": ""https://ubuntu.com/security/CVE-2023-40322""}",,,,true
CVE-2023-40320,RESERVED,1131,27144,2023-08-20,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-08-20,1131,"csaf,ubuntu-osv",2,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-2102	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-2102.json;ubuntu-osv:UBUNTU-CVE-2023-40320,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-2102.json"", ""ubuntu-osv"": ""https://ubuntu.com/security/CVE-2023-40320""}",,,,true
CVE-2023-40318,RESERVED,1131,27144,2023-08-20,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-08-20,1131,"csaf,ubuntu-osv",2,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-2102	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-2102.json;ubuntu-osv:UBUNTU-CVE-2023-40318,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-2102.json"", ""ubuntu-osv"": ""https://ubuntu.com/security/CVE-2023-40318""}",,,,true
CVE-2023-35758,RESERVED,1121,26904,2023-08-30,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-08-30,1121,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-2237	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-2237.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-2237.json""}",,,CVE-2023-35758,true
CVE-2023-4638,RESERVED,1120,26880,2023-08-31,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-08-31,1120,"csaf,ubuntu-osv",2,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-2244	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-2244.json;ubuntu-osv:UBUNTU-CVE-2023-4638,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-2244.json"", ""ubuntu-osv"": ""https://ubuntu.com/security/CVE-2023-4638""}",,,,true
CVE-2023-3281,RESERVED,1079,25896,2023-10-11,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-10-11,1079,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-2635	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-2635.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-2635.json""}",,,CVE-2023-3281,true
CVE-2023-21386,RESERVED,1060,25440,2023-10-30,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-10-30,1060,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-2778	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-2778.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-2778.json""}",,,CVE-2023-21386,true
CVE-2023-48675,RESERVED,1042,25008,2023-11-17,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-11-17,1042,"acronis,csaf",2,acronis:SEC-5906;csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-2966	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-2966.json,"{""acronis"": ""https://security-advisory.acronis.com/advisories/SEC-5906"", ""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-2966.json""}",,,CVE-2023-48675,true
CVE-2023-6670,RESERVED,1031,24744,2023-11-28,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-11-28,1031,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-3026	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3026.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3026.json""}",,,CVE-2023-6670,true
CVE-2023-6396,RESERVED,1025,24600,2023-12-04,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,tracker,,,ubuntu-osv,1,ubuntu-osv:UBUNTU-CVE-2023-6396,"{""ubuntu-osv"": ""https://ubuntu.com/security/CVE-2023-6396""}",,,,true
CVE-2023-6661,RESERVED,1009,24216,2023-12-20,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-12-20,1009,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-3199	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json""}",,,CVE-2023-6661,true
CVE-2023-6662,RESERVED,1009,24216,2023-12-20,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-12-20,1009,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-3199	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json""}",,,CVE-2023-6662,true
CVE-2023-6663,RESERVED,1009,24216,2023-12-20,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-12-20,1009,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-3199	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json""}",,,CVE-2023-6663,true
CVE-2023-6664,RESERVED,1009,24216,2023-12-20,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-12-20,1009,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-3199	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json""}",,,CVE-2023-6664,true
CVE-2023-6665,RESERVED,1009,24216,2023-12-20,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-12-20,1009,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-3199	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json""}",,,CVE-2023-6665,true
CVE-2023-6666,RESERVED,1009,24216,2023-12-20,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-12-20,1009,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-3199	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json""}",,,CVE-2023-6666,true
CVE-2023-6667,RESERVED,1009,24216,2023-12-20,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-12-20,1009,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-3199	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json""}",,,CVE-2023-6667,true
CVE-2023-6668,RESERVED,1009,24216,2023-12-20,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-12-20,1009,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-3199	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json""}",,,CVE-2023-6668,true
CVE-2023-6669,RESERVED,1009,24216,2023-12-20,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2023-12-20,1009,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2023-3199	https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2023/wid-sec-w-2023-3199.json""}",,,CVE-2023-6669,true
CVE-2024-0234,RESERVED,994,23856,2024-01-04,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-01-04,994,"csaf,redhat",2,csaf:Red Hat Product Security	CVE-2024-0234	https://security.access.redhat.com/data/csaf/v2/vex/2024/cve-2024-0234.json;redhat:CVE-2024-0234,"{""csaf"": ""https://security.access.redhat.com/data/csaf/v2/vex/2024/cve-2024-0234.json"", ""redhat"": ""https://access.redhat.com/security/cve/CVE-2024-0234""}",CVE-2024-0234,,podman-desktop: Code injection Through Electron Fuses,true
CVE-2023-49667,RESERVED,966,23184,2024-02-01,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-02-01,966,osv,1,osv:Android::unknown:,"{""osv"": ""https://osv.dev/list?q=CVE-2023-49667""}",,Android,,true
CVE-2023-49668,RESERVED,966,23184,2024-02-01,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-02-01,966,osv,1,osv:Android::unknown:,"{""osv"": ""https://osv.dev/list?q=CVE-2023-49668""}",,Android,,true
CVE-2024-23552,RESERVED,963,23112,2024-02-04,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-02-04,963,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-0290	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0290.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0290.json""}",,,CVE-2024-23552,true
CVE-2024-1314,RESERVED,959,23016,2024-02-08,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-02-08,959,"ghsa,osv",2,ghsa:GHSA-hvp4-vrv2-8wrq;osv:PyPI:kinto-attachment,"{""ghsa"": ""https://github.com/advisories/GHSA-hvp4-vrv2-8wrq"", ""osv"": ""https://osv.dev/list?q=CVE-2024-1314""}",kinto-attachment,PyPI,Kinto Attachment's attachments can be replaced on read-only records,true
CVE-2024-25555,RESERVED,952,22848,2024-02-15,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-02-15,952,jvn,1,jvn:JVNDB-2024-002560,"{""jvn"": ""https://jvndb.jvn.jp/en/contents/2024/JVNDB-2024-002560.html""}",,,"Android App ""Mopria Print Service"" vulnerable to improper intent handling",true
CVE-2024-26048,RESERVED,926,22224,2024-03-12,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-03-12,926,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-0616	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0616.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0616.json""}",,,CVE-2024-26048,true
CVE-2024-30173,RESERVED,906,21744,2024-04-01,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-04-01,906,"csaf,ghsa,osv",3,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-0754	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0754.json;ghsa:GHSA-hhf8-f5w9-g6vh;osv:Packagist:causal/oidc,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0754.json"", ""ghsa"": ""https://github.com/advisories/GHSA-hhf8-f5w9-g6vh"", ""osv"": ""https://osv.dev/list?q=CVE-2024-30173""}",causal/oidc,Packagist,OpenID Connect Authentication (oidc) Typo3 extension Authentication Bypass,true
CVE-2024-28661,RESERVED,903,21672,2024-04-04,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-04-04,903,"alpine,csaf",2,alpine:ffmpeg;csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-0790	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0790.json,"{""alpine"": ""https://security.alpinelinux.org/vuln/CVE-2024-28661"", ""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0790.json""}",ffmpeg,,CVE-2024-28661,true
CVE-2024-28055,RESERVED,898,21552,2024-04-09,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-04-09,898,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-0845	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0845.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0845.json""}",,,CVE-2024-28055,true
CVE-2024-3324,RESERVED,898,21552,2024-04-09,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-04-09,898,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-0836	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0836.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0836.json""}",,,CVE-2024-3324,true
CVE-2024-3326,RESERVED,898,21552,2024-04-09,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-04-09,898,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-0836	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0836.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0836.json""}",,,CVE-2024-3326,true
CVE-2024-3327,RESERVED,898,21552,2024-04-09,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-04-09,898,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-0836	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0836.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0836.json""}",,,CVE-2024-3327,true
CVE-2024-26320,RESERVED,889,21336,2024-04-18,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-04-18,889,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-0933	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0933.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0933.json""}",,,CVE-2024-26320,true
CVE-2024-26321,RESERVED,889,21336,2024-04-18,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-04-18,889,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-0933	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0933.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0933.json""}",,,CVE-2024-26321,true
CVE-2024-26322,RESERVED,889,21336,2024-04-18,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-04-18,889,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-0933	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0933.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0933.json""}",,,CVE-2024-26322,true
CVE-2024-26325,RESERVED,889,21336,2024-04-18,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-04-18,889,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-0933	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0933.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0933.json""}",,,CVE-2024-26325,true
CVE-2024-26326,RESERVED,889,21336,2024-04-18,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-04-18,889,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-0933	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0933.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-0933.json""}",,,CVE-2024-26326,true
CVE-2024-23694,RESERVED,876,21024,2024-05-01,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-05-01,876,"csaf,osv",2,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-1065	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-1065.json;osv:Android::unknown:,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-1065.json"", ""osv"": ""https://osv.dev/list?q=CVE-2024-23694""}",,Android,"In multiple locations, there is a possible way to use a paired Bluetooth LE audio device to achieve code execution due to a use after free.",true
CVE-2024-34456,RESERVED,872,20928,2024-05-05,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-05-05,872,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-1028	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-1028.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-1028.json""}",,,CVE-2024-34456,true
CVE-2024-4047,RESERVED,868,20832,2024-05-09,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-05-09,868,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-1085	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-1085.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-1085.json""}",,,CVE-2024-4047,true
CVE-2024-4048,RESERVED,868,20832,2024-05-09,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-05-09,868,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-1085	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-1085.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-1085.json""}",,,CVE-2024-4048,true
CVE-2024-4049,RESERVED,868,20832,2024-05-09,feed,true,4.5.1.6,SHOULD,unmeasurable,unattributed,false,false,false,advisory,2024-05-09,868,csaf,1,csaf:Bundesamt für Sicherheit in der Informationstechnik	WID-SEC-W-2024-1085	https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-1085.json,"{""csaf"": ""https://wid.cert-bund.de/.well-known/csaf/white/2024/wid-sec-w-2024-1085.json""}",,,CVE-2024-4049,true
