cve_id,state,days_public,hours_public,public_date,clock_known,past_expectation,rule,rule_strength,rule_certainty,rule_basis,self_disclosed,own_feed_date,earliest_other_date,owner_nameable,veto_evaluated,clock_origin,advisory_date,advisory_days_public,sources,feed_count,refs,advisory_url,source_urls,vendor,package,ecosystem,description,state_verified_this_run
CVE-2025-30081,RESERVED,526,12624,2025-03-19,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-03-19,526,"ghsa,osv",2,ghsa:GHSA-vmgw-24w6-9v82;osv:Packagist:clickstorm/cs-seo,https://github.com/advisories/GHSA-vmgw-24w6-9v82,"{'ghsa': 'https://github.com/advisories/GHSA-vmgw-24w6-9v82', 'osv': 'https://osv.dev/list?q=CVE-2025-30081'}",,clickstorm/cs-seo,Packagist,Clickstorm SEO Allows Cross-Site Scripting (XSS),True
CVE-2025-30083,RESERVED,526,12624,2025-03-19,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-03-19,526,"ghsa,osv",2,ghsa:GHSA-rrh3-cgmx-w62f;osv:Packagist:codingms/additional-tca,https://github.com/advisories/GHSA-rrh3-cgmx-w62f,"{'ghsa': 'https://github.com/advisories/GHSA-rrh3-cgmx-w62f', 'osv': 'https://osv.dev/list?q=CVE-2025-30083'}",,codingms/additional-tca,Packagist,Additional TCA Allows Cross-Site Scripting (XSS),True
CVE-2025-2792,RESERVED,519,12456,2025-03-26,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-03-26,519,"ghsa,osv",2,ghsa:GHSA-3p6v-hrg8-8qj7;osv:npm:@mozilla/readability,https://github.com/advisories/GHSA-3p6v-hrg8-8qj7,"{'ghsa': 'https://github.com/advisories/GHSA-3p6v-hrg8-8qj7', 'osv': 'https://osv.dev/list?q=CVE-2025-2792'}",,@mozilla/readability,npm,@mozilla/readability Denial of Service through Regex,True
CVE-2025-26415,RESERVED,513,12312,2025-04-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-04-01,513,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-26415,{'osv': 'https://osv.dev/list?q=CVE-2025-26415'},,,Android,"In n/a of n/a, there is a possible n/a due to a logic error in the code.",True
CVE-2025-28269,RESERVED,507,12168,2025-04-07,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-04-07,507,"ghsa,osv",2,ghsa:GHSA-hpqf-m68j-2pfx;osv:npm:js-object-utilities,https://github.com/advisories/GHSA-hpqf-m68j-2pfx,"{'ghsa': 'https://github.com/advisories/GHSA-hpqf-m68j-2pfx', 'osv': 'https://osv.dev/list?q=CVE-2025-28269'}",,js-object-utilities,npm,js-object-utilities Vulnerable to Prototype Pollution,True
CVE-2025-20570,RESERVED,506,12144,2025-04-08,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-04-08,506,ghsa-repos,1,ghsa-repos:microsoft/vscode	GHSA-hwrx-jgf2-74hw,https://github.com/microsoft/vscode/security/advisories/GHSA-hwrx-jgf2-74hw,{'ghsa-repos': 'https://github.com/microsoft/vscode/security/advisories/GHSA-hwrx-jgf2-74hw'},,,,microsoft/vscode repository advisory GHSA-hwrx-jgf2-74hw,True
CVE-2025-23390,RESERVED,489,11736,2025-04-25,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-04-25,489,"ghsa,osv",2,ghsa:GHSA-xgpc-q899-67p8;osv:Go:github.com/rancher/fleet,https://github.com/advisories/GHSA-xgpc-q899-67p8,"{'ghsa': 'https://github.com/advisories/GHSA-xgpc-q899-67p8', 'osv': 'https://osv.dev/list?q=CVE-2025-23390'}",,github.com/rancher/fleet,Go,Fleet doesn’t validate a server’s certificate when connecting through SSH,True
CVE-2025-47425,RESERVED,470,11280,2025-05-14,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-05-14,470,"ghsa,ghsa-repos",2,ghsa-repos:reflex-dev/reflex	GHSA-rf8x-9mhr-49wg;ghsa:GHSA-rf8x-9mhr-49wg,https://github.com/reflex-dev/reflex/security/advisories/GHSA-rf8x-9mhr-49wg,"{'ghsa': 'https://github.com/advisories/GHSA-rf8x-9mhr-49wg', 'ghsa-repos': 'https://github.com/reflex-dev/reflex/security/advisories/GHSA-rf8x-9mhr-49wg'}",,,,Reflex vulnerable to private state fields modification,True
CVE-2025-32314,RESERVED,452,10848,2025-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-06-01,452,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-32314,{'osv': 'https://osv.dev/list?q=CVE-2025-32314'},,,Android,"In ppmp_protect_buf of drm_fw.c, there is a possible memory protection issue due to a logic error in the code.",True
CVE-2025-32338,RESERVED,452,10848,2025-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-06-01,452,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-32338,{'osv': 'https://osv.dev/list?q=CVE-2025-32338'},,,Android,"In nvt_flash_read of nt36xxx.c, there is a possible out of bounds write due to a heap buffer overflow.",True
CVE-2025-32339,RESERVED,452,10848,2025-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-06-01,452,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-32339,{'osv': 'https://osv.dev/list?q=CVE-2025-32339'},,,Android,"In TBD of TBD, there is a possible out of bounds write due to a missing bounds check.",True
CVE-2025-32315,RESERVED,452,10848,2025-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-06-01,452,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-32315,{'osv': 'https://osv.dev/list?q=CVE-2025-32315'},,,Android,"In tbd of tbd, there is a possible lockscreen bypass due to an unusual root cause.",True
CVE-2025-32336,RESERVED,452,10848,2025-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-06-01,452,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-32336,{'osv': 'https://osv.dev/list?q=CVE-2025-32336'},,,Android,"In wl_escan_handler of TBD, there is a possible out of bounds write due to a heap buffer overflow.",True
CVE-2025-32337,RESERVED,452,10848,2025-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-06-01,452,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-32337,{'osv': 'https://osv.dev/list?q=CVE-2025-32337'},,,Android,"In sms_SetTpUdIe() of sms_PduCodec.cc, there is a possible out of bounds write due to a heap buffer overflow.",True
CVE-2025-32340,RESERVED,452,10848,2025-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-06-01,452,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-32340,{'osv': 'https://osv.dev/list?q=CVE-2025-32340'},,,Android,"In ProtocolMiscCurrentLinkCapacityEstimate() of protocolmiscadapter.cpp, there is a possible out of bounds read due to a heap buffer overflow.",True
CVE-2025-26459,RESERVED,452,10848,2025-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-06-01,452,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-26459,{'osv': 'https://osv.dev/list?q=CVE-2025-26459'},,,Android,"In SetLogicalToPhysicalSlotPortMapping::onRequest of commands.cpp, there is a possible out of bounds write due to a buffer overflow.",True
CVE-2025-32334,RESERVED,452,10848,2025-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-06-01,452,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-32334,{'osv': 'https://osv.dev/list?q=CVE-2025-32334'},,,Android,Analysis: Access Vector: Local Layer: Userland Root Causes: Heap Buffer Overflow SRS Categories: - Android Security SRS Category: Memory Safety Writeup: A stack trace alone with PoC app is insufficient to determine if this represents a genuine memory corruption vulnerability reachable by an untrusted application.,True
CVE-2025-26457,RESERVED,452,10848,2025-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-06-01,452,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-26457,{'osv': 'https://osv.dev/list?q=CVE-2025-26457'},,,Android,,True
CVE-2025-26460,RESERVED,452,10848,2025-06-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-06-01,452,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-26460,{'osv': 'https://osv.dev/list?q=CVE-2025-26460'},,,Android,"In CopyDataFromFmq of common_utils.cpp, there is a possible out of bounds write due to a missing bounds check.",True
CVE-2025-41419,RESERVED,392,9408,2025-07-31,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-07-31,392,"ghsa,ghsa-repos,osv",3,ghsa-repos:modelscope/ms-swift	GHSA-7c78-rm87-5673;ghsa:GHSA-7c78-rm87-5673;osv:PyPI:ms-swift,https://github.com/modelscope/ms-swift/security/advisories/GHSA-7c78-rm87-5673,"{'ghsa': 'https://github.com/advisories/GHSA-7c78-rm87-5673', 'ghsa-repos': 'https://github.com/modelscope/ms-swift/security/advisories/GHSA-7c78-rm87-5673', 'osv': 'https://osv.dev/list?q=CVE-2025-41419'}",,ms-swift,PyPI,MS SWIFT WEB-UI RCE Vulnerability,True
CVE-2025-53016,RESERVED,373,8952,2025-08-19,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-08-19,373,ghsa-repos,1,ghsa-repos:discourse/discourse	GHSA-48h6-hpp2-357h,https://github.com/discourse/discourse/security/advisories/GHSA-48h6-hpp2-357h,{'ghsa-repos': 'https://github.com/discourse/discourse/security/advisories/GHSA-48h6-hpp2-357h'},,,,discourse/discourse repository advisory GHSA-48h6-hpp2-357h,True
CVE-2025-9141,RESERVED,372,8928,2025-08-20,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-08-20,372,"ghsa,ghsa-repos,osv,redhat",4,ghsa-repos:vllm-project/vllm	GHSA-79j6-g2m3-jgfw;ghsa:GHSA-79j6-g2m3-jgfw;osv:PyPI:vllm;redhat:CVE-2025-9141,https://access.redhat.com/security/cve/CVE-2025-9141,"{'ghsa': 'https://github.com/advisories/GHSA-79j6-g2m3-jgfw', 'ghsa-repos': 'https://github.com/vllm-project/vllm/security/advisories/GHSA-79j6-g2m3-jgfw', 'osv': 'https://osv.dev/list?q=CVE-2025-9141', 'redhat': 'https://access.redhat.com/security/cve/CVE-2025-9141'}",Red Hat,vllm,PyPI,vLLM has remote code execution vulnerability in the tool call parser for Qwen3-Coder,True
CVE-2025-11058,RESERVED,366,8784,2025-08-26,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-08-26,366,"ghsa,osv",2,ghsa:GHSA-cfmv-h8fx-85m7;osv:PyPI:xml2rfc,https://github.com/advisories/GHSA-cfmv-h8fx-85m7,"{'ghsa': 'https://github.com/advisories/GHSA-cfmv-h8fx-85m7', 'osv': 'https://osv.dev/list?q=CVE-2025-11058'}",,xml2rfc,PyPI,xml2rfc has an arbitrary file read vulnerability,True
CVE-2025-36910,RESERVED,360,8640,2025-09-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-09-01,360,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-36910,{'osv': 'https://osv.dev/list?q=CVE-2025-36910'},,,Android,"In hw_oem_imei_init of hw_oem_imei.c, there is a possible escalation of privilege due to hardware identifiers not being fused to OTP. This could lead to local escalation of privilege with no additional execution privileges needed.",True
CVE-2025-32344,RESERVED,360,8640,2025-09-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-09-01,360,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-32344,{'osv': 'https://osv.dev/list?q=CVE-2025-32344'},,,Android,"In SimUpdatePbEntry::encode of simdata.cpp, there is a possible out of bounds write due to a heap buffer overflow.",True
CVE-2025-32342,RESERVED,360,8640,2025-09-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-09-01,360,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-32342,{'osv': 'https://osv.dev/list?q=CVE-2025-32342'},,,Android,"In CopyDataFromFmq of common_utils.cpp, there is a possible out of bounds write due to improper input validation.",True
CVE-2025-32343,RESERVED,360,8640,2025-09-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-09-01,360,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-32343,{'osv': 'https://osv.dev/list?q=CVE-2025-32343'},,,Android,"In CopyDataFromFmq of common_utils.cpp, there is a possible out of bounds write due to an integer overflow.",True
CVE-2025-11059,RESERVED,351,8424,2025-09-10,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-09-10,351,"ghsa,osv",2,ghsa:GHSA-9mv7-3c64-mmqw;osv:PyPI:xml2rfc,https://github.com/advisories/GHSA-9mv7-3c64-mmqw,"{'ghsa': 'https://github.com/advisories/GHSA-9mv7-3c64-mmqw', 'osv': 'https://osv.dev/list?q=CVE-2025-11059'}",,xml2rfc,PyPI,xml2rfc is vulnerable to arbitrary file reads through prepped files,True
CVE-2025-61620,RESERVED,324,7776,2025-10-07,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-10-07,324,"ghsa,ghsa-repos,osv,redhat",4,ghsa-repos:vllm-project/vllm	GHSA-6fvq-23cw-5628;ghsa:GHSA-6fvq-23cw-5628;osv:PyPI:vllm;redhat:CVE-2025-61620,https://access.redhat.com/security/cve/CVE-2025-61620,"{'ghsa': 'https://github.com/advisories/GHSA-6fvq-23cw-5628', 'ghsa-repos': 'https://github.com/vllm-project/vllm/security/advisories/GHSA-6fvq-23cw-5628', 'osv': 'https://osv.dev/list?q=CVE-2025-61620', 'redhat': 'https://access.redhat.com/security/cve/CVE-2025-61620'}",Red Hat,vllm,PyPI,vLLM: Resource-Exhaustion (DoS) through Malicious Jinja Template in OpenAI-Compatible Server,True
CVE-2025-64172,RESERVED,287,6888,2025-11-13,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-11-13,287,ghsa-repos,1,ghsa-repos:apollographql/federation	GHSA-m8jr-fxqx-8xx6,https://github.com/apollographql/federation/security/advisories/GHSA-m8jr-fxqx-8xx6,{'ghsa-repos': 'https://github.com/apollographql/federation/security/advisories/GHSA-m8jr-fxqx-8xx6'},,,,apollographql/federation repository advisory GHSA-m8jr-fxqx-8xx6,True
CVE-2025-32335,RESERVED,269,6456,2025-12-01,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2025-12-01,269,osv,1,osv:Android::unknown:,https://osv.dev/list?q=CVE-2025-32335,{'osv': 'https://osv.dev/list?q=CVE-2025-32335'},,,Android,"In convertHalTDToRil of commands.cpp, there is a possible out of bounds write due to a buffer overflow.",True
CVE-2025-65852,RESERVED,202,4848,2026-02-06,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-02-06,202,"ghsa,ghsa-repos,osv",3,ghsa-repos:gogs/gogs	GHSA-rjv5-9px2-fqw6;ghsa:GHSA-rjv5-9px2-fqw6;osv:Go:gogs.io/gogs,https://github.com/gogs/gogs/security/advisories/GHSA-rjv5-9px2-fqw6,"{'ghsa': 'https://github.com/advisories/GHSA-rjv5-9px2-fqw6', 'ghsa-repos': 'https://github.com/gogs/gogs/security/advisories/GHSA-rjv5-9px2-fqw6', 'osv': 'https://osv.dev/list?q=CVE-2025-65852'}",,gogs.io/gogs,Go,Gogs has authorization bypass in repository deletion API,True
CVE-2026-25995,RESERVED,197,4728,2026-02-11,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-02-11,197,ghsa-repos,1,ghsa-repos:opf/openproject	GHSA-727f-w7gp-pw84,https://github.com/opf/openproject/security/advisories/GHSA-727f-w7gp-pw84,{'ghsa-repos': 'https://github.com/opf/openproject/security/advisories/GHSA-727f-w7gp-pw84'},,,,opf/openproject repository advisory GHSA-727f-w7gp-pw84,True
CVE-2026-25948,RESERVED,197,4728,2026-02-11,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-02-11,197,ghsa-repos,1,ghsa-repos:opf/openproject	GHSA-8fq7-cmmf-2793,https://github.com/opf/openproject/security/advisories/GHSA-8fq7-cmmf-2793,{'ghsa-repos': 'https://github.com/opf/openproject/security/advisories/GHSA-8fq7-cmmf-2793'},,,,opf/openproject repository advisory GHSA-8fq7-cmmf-2793,True
CVE-2026-2574,RESERVED,192,4608,2026-02-16,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-02-16,192,"alas,debian,redhat",3,alas:CVE-2026-2574;debian:glib-networking;redhat:CVE-2026-2574,https://access.redhat.com/security/cve/CVE-2026-2574,"{'alas': 'https://explore.alas.aws.amazon.com/CVE-2026-2574.html', 'debian': 'https://security-tracker.debian.org/tracker/CVE-2026-2574', 'redhat': 'https://access.redhat.com/security/cve/CVE-2026-2574'}",Red Hat,glib-networking,,A flaw was found in glib-networking.,True
CVE-2026-27006,RESERVED,190,4560,2026-02-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-02-18,190,ghsa-repos,1,ghsa-repos:opf/openproject	GHSA-4fvm-rrc8-mgch,https://github.com/opf/openproject/security/advisories/GHSA-4fvm-rrc8-mgch,{'ghsa-repos': 'https://github.com/opf/openproject/security/advisories/GHSA-4fvm-rrc8-mgch'},,,,opf/openproject repository advisory GHSA-4fvm-rrc8-mgch,True
CVE-2026-26976,RESERVED,190,4560,2026-02-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-02-18,190,ghsa-repos,1,ghsa-repos:opf/openproject	GHSA-6m5j-mp2j-cgmm,https://github.com/opf/openproject/security/advisories/GHSA-6m5j-mp2j-cgmm,{'ghsa-repos': 'https://github.com/opf/openproject/security/advisories/GHSA-6m5j-mp2j-cgmm'},,,,opf/openproject repository advisory GHSA-6m5j-mp2j-cgmm,True
CVE-2026-26970,RESERVED,190,4560,2026-02-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-02-18,190,ghsa-repos,1,ghsa-repos:opf/openproject	GHSA-jrhg-mx22-57rm,https://github.com/opf/openproject/security/advisories/GHSA-jrhg-mx22-57rm,{'ghsa-repos': 'https://github.com/opf/openproject/security/advisories/GHSA-jrhg-mx22-57rm'},,,,opf/openproject repository advisory GHSA-jrhg-mx22-57rm,True
CVE-2026-26971,RESERVED,190,4560,2026-02-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-02-18,190,ghsa-repos,1,ghsa-repos:opf/openproject	GHSA-xh2h-jfr6-3qhc,https://github.com/opf/openproject/security/advisories/GHSA-xh2h-jfr6-3qhc,{'ghsa-repos': 'https://github.com/opf/openproject/security/advisories/GHSA-xh2h-jfr6-3qhc'},,,,opf/openproject repository advisory GHSA-xh2h-jfr6-3qhc,True
CVE-2026-26969,RESERVED,190,4560,2026-02-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-02-18,190,ghsa-repos,1,ghsa-repos:opf/openproject	GHSA-r4v5-h2fp-fhxf,https://github.com/opf/openproject/security/advisories/GHSA-r4v5-h2fp-fhxf,{'ghsa-repos': 'https://github.com/opf/openproject/security/advisories/GHSA-r4v5-h2fp-fhxf'},,,,opf/openproject repository advisory GHSA-r4v5-h2fp-fhxf,True
CVE-2026-26966,RESERVED,190,4560,2026-02-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-02-18,190,ghsa-repos,1,ghsa-repos:opf/openproject	GHSA-5m66-2gm7-6jcc,https://github.com/opf/openproject/security/advisories/GHSA-5m66-2gm7-6jcc,{'ghsa-repos': 'https://github.com/opf/openproject/security/advisories/GHSA-5m66-2gm7-6jcc'},,,,opf/openproject repository advisory GHSA-5m66-2gm7-6jcc,True
CVE-2026-26968,RESERVED,190,4560,2026-02-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-02-18,190,ghsa-repos,1,ghsa-repos:opf/openproject	GHSA-g62r-9rgf-h53q,https://github.com/opf/openproject/security/advisories/GHSA-g62r-9rgf-h53q,{'ghsa-repos': 'https://github.com/opf/openproject/security/advisories/GHSA-g62r-9rgf-h53q'},,,,opf/openproject repository advisory GHSA-g62r-9rgf-h53q,True
CVE-2026-27019,RESERVED,190,4560,2026-02-18,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-02-18,190,ghsa-repos,1,ghsa-repos:opf/openproject	GHSA-r85w-rv9m-q784,https://github.com/opf/openproject/security/advisories/GHSA-r85w-rv9m-q784,{'ghsa-repos': 'https://github.com/opf/openproject/security/advisories/GHSA-r85w-rv9m-q784'},,,,opf/openproject repository advisory GHSA-r85w-rv9m-q784,True
CVE-2026-27164,RESERVED,187,4488,2026-02-21,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-02-21,187,ghsa-repos,1,ghsa-repos:openclaw/openclaw	GHSA-x2g4-7mj7-2hhj,https://github.com/openclaw/openclaw/security/advisories/GHSA-x2g4-7mj7-2hhj,{'ghsa-repos': 'https://github.com/openclaw/openclaw/security/advisories/GHSA-x2g4-7mj7-2hhj'},,,,openclaw/openclaw repository advisory GHSA-x2g4-7mj7-2hhj,True
CVE-2026-27165,RESERVED,187,4488,2026-02-21,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-02-21,187,ghsa-repos,1,ghsa-repos:openclaw/openclaw	GHSA-74xj-763f-264w,https://github.com/openclaw/openclaw/security/advisories/GHSA-74xj-763f-264w,{'ghsa-repos': 'https://github.com/openclaw/openclaw/security/advisories/GHSA-74xj-763f-264w'},,,,openclaw/openclaw repository advisory GHSA-74xj-763f-264w,True
CVE-2026-27159,RESERVED,187,4488,2026-02-21,True,True,4.5.1.6,SHOULD,unmeasurable,unattributed,False,,,False,False,advisory,2026-02-21,187,ghsa-repos,1,ghsa-repos:openclaw/openclaw	GHSA-xwcr-v472-8hhr,https://github.com/openclaw/openclaw/security/advisories/GHSA-xwcr-v472-8hhr,{'ghsa-repos': 'https://github.com/openclaw/openclaw/security/advisories/GHSA-xwcr-v472-8hhr'},,,,openclaw/openclaw repository advisory GHSA-xwcr-v472-8hhr,True
